,review_id,user_id,business_id,text,stars
162,eti32cIKslxuFDC8mWgAXA,FLVPZeBEBVClsLB6WkLdfw,c0spCFxpXFZMNQD8kkMuiQ,We ordered one half deluxe and one half pepperoni pizza. Our kids ordered the individual pizzas. The large pizza toppings were added on probably at the last minute so they were not cooked. The children's individual pizzas had so much bread that they just picked off the toppings and ate that. Not a lot of charm in this restaurant. Probably won't be back.  Waitress was pleasant and friendly.,2.0
169,HaiEEd1X-TzfnClS80aHNw,pZ3-ftnpeOS1X3xwMoLe8w,hZyq5_bP6AHCPxGWapXS_A,"This is a really nice and original bar, but sadly, the manager is the rudest guy for being the front face of this place. He needs to learn bettery customer service in order to succeed in the restaurant field.",2.0
170,q6e2S_sBcBvyw7SjC6QIpw,MEYgLM75-2QpDMycAxQvoQ,GA9OAgqv9JOHzXrvKCQVOQ,"This was a tough one to review. The food was very good: creamy rice (delsh); enchilada trio (veggie was excellent; crab had too much sauce, so I  couldn't taste the seafood; chicken was good); lamb tacos (I didn't try them, but my bf enjoyed them). Spicy margarita was great, too. I loved the decor, it was very cool and colorful-- I felt transported. However, I thought it was wildly expensive for Mexican food. There was nothing other than atmosphere that made Distrito any better than On the Border. Also, at a Mexican place, you expect free chips and salsa, not $6 chips and salsa. The guac was stellar, but we needed salsa and didn't want to pay for something that is free elsewhere. Overall, the food was a 3.5/5, but the cost brought the review down to a 2.",2.0
173,EbUmUgxHbRy7P4_jE6dw5Q,ZSn-67mFZZaoiacWPZY3Jw,vj6AetpADpHOYtMRZsXX3g,"I ordered the halibut and shrimp burrito to go. The portion size was large and the chipotle cream sauce was very flavorful. My only critique would be that it was 70% shrimp and 30% halibut.
When I dine in, I usually get a molcajete, which never disappoints.

Update 8/23/2018
Don't get take-out! Their portions are always smaller than when you eat in. I've tried several times and it's always the same scam.",2.0
175,MhcyqMf-lNKZEoTdcZh-oQ,Va1VeFo3so8d444ohkSGjg,p3GEHaXJaofrTWyWW1KXLw,"I wanted to like this place. Yelp let me down by the amount of good reviews though.

I was willing to overlook that it was right next to a cheap hotel/motel on strip-club mile. I was willing to overlook the cat sitting at the front door (it even made its way in part way through my time there, meowing at everyone). I was skeptical with only two other tables in the place occupied when I came in and it was still loud as fuck. I bit my tongue with the screaming baby, but a table all the way on the other side of the room was loud enough that I could hear their entire conversation. Please America, turn the volume on your facehole down, it's obnoxious.

Our waitress wasn't pleasant, even from the beginning. She had two tables to wait on, it's not like they were so swamped she didn't have time for niceties. It was a pain in the ass having to constantly flag her down for drinks/refills, ordering an extra menu item, etc. and getting such an attitude. When we were given a Thai tea instead of an iced coffee she wasn't thrilled about having to correct it.

As for the food, I ordered the Tom Kha Gai and the beef salad, both of them  medium spicy. The salad was way spicier than the soup, but maybe it's because the coconut broth kills some of the heat. The soup was unremarkable. The broth separated before it even was put in front of me and wasn't too creamy. It was mainly sour and there wasn't very much chicken in it. I wouldn't order it again. The only thing I could taste in the salad was red pepper. The beef was a little dry, the tomatoes were those tiny cherry tomatoes that just roll away instead of getting stabbed with a fork, and overall, it was lacking. 

I won't be back. I'm still baffled at how this place is currently ranked 4/5.",2.0
178,0fjloDj4sq-Qqm4MZKVeDQ,AJvxlo01oPdosrsRZil_lQ,ffgRv8hnLdAZ_OTkfHcIaA,"The soft serve chocolate custard was delicious! But I think this place took the prices down from visible view cuz they'd lose a lot of clientele! It's very expensive ice cream & during the day u have many more options...I like that they were open late so we were able to enjoy a sweet treat after our meal & I went as a group & everyone enjoyed their ice cream! We didn't realize the price till after were all licking our cones & needing to pay... If price is not an issue for u then it's def worth a try but if ur on vaca & on a budget I'm sure there's somewhere cheaper. Next time, I'd def try another place depending on time of day. Another option is to share one cone between two people cuz it's big enough to share & would make for a better price, especially cuz it really is creamy & delicious! There's also lil photo opportunity spot, great for cute pics!",2.0
185,EdQD_pClhL1wm2JAPLw0NQ,jsWXAdR6-YA18h6XFnbgUw,mDTJ6OVTQhBk6b_wK32YfA,The food is ok. I had a steak burrito the meat was very salty. My spouse had a chicken quesadilla is was fair. You might as well go to Taco Bell to eat Chipotle is 10 times better than Taco Bus.,2.0
192,PWS8W6ovY3-38T-YyJ0hpA,4_nTcerZ79hvJ_ocwIeecA,J3g66wKek-2FTCotE7em5w,"Prime rib was cold and tough, baked potatoes were as hard as a baseball, never again.dc",2.0
200,3TdeCiwCuHK9AKsHDAEpMQ,LlDWXo3g4vqSSSuEVtzk_g,sF3mLyRkVV6aQKPCnzy0rA,"They were super nice but the food is pretty mediocre.   My chicken tacos were bland, biscuits were heavy and dense.  The sausage gravy was starchy and bland.  Maybe we just caught them on a bad day.",2.0
202,njxLNIoTvGjYscKlkq8sYw,k4sv2fKJvfC7VoXxB-G9LA,CJCnOLSFgOuWjK5jeWqlJw,"This is my husband's and my favorite Saturday morning date. We love the kind of crowd it draws. They have great service, a friendly staff and water and coffee in carafes which is convenient for us. 
I'm writing this as a plea to please get the potatoes right. They have never been completely cooked, tastes like they were cooked in overly salted water, underseasoned and always cold. I had the veggie scrambler and the onion, pepper and mushroom appeared not to be cooked with the typical potatoes and as usual not hot. It's starting to tastes like ingredients are being switched out for lesser quality such as with the pancakes.
So why would I order potatoes again? It's because I just want to believe  they will get it right. There are many good menue items but this is a menu staple and it's ruinning the experience. Please put some love in your potatoes and make it memorable. After all there is a lot of competition out there.",2.0
204,TuqwPCJzgKYOh59TTrubpQ,R1Ufb71Ywg9CLZsGO9Vzww,dG-gZOWzn8iO1Rvv_fbXxA,"This review only pertains to the diner, which was ok but not great.  The dance floor looked fine from the door but I didn't experience it.

Went for a late dinner.  The dance party was in full effect, so it was loud and conversation was difficult.

The staff was friendly enough and service was fast.  The calamari was also pretty good. However, the burger was a lot of bread with not much meat or toppings.  The turkey BLT was overpowered by the aioli.

I probably would have felt fine if it had been one of those $20 Applebee's deals, but since this is supposed to be better than Applebee's, I was not impressed.",2.0
207,l75aKojcrWd41RL2Wvwbiw,WBJO3cabgnBZh-IRvrlvmw,aDm4JESclYP_L2tY_sqaDA,A basic Pho diner. Ok food but not great. A big bowl of soup with not enough meat and noodles. No ambience so don't expect much.,2.0
208,FKF6XdZzIoXjCtSwc8aVSA,Rv7FrzrgLaOZQBwxaKELMw,zj6wDLKIl4rrHcAWgb6oqw,This was my go to for Fish and Chips but now very disappointing. They just recently changed the fries from shoe string fries to soggy steak fries. They were dripping with fryer grease. Also the fish was very salty and not as fresh as previous visits. I will not becoming back and I am very disappointed because I liked this place in the past. Beware.,2.0
209,DlIol4D8sEx2_tK0ikLlAw,rabPVJydLYnK8mEF8sELVA,CX41cIFRNSYtcv8ZbpiMkw,"Empty house, lackluster service and mediocre food. I keep getting told this place is so amazing but I'm gonna keep my money in my pocket next time. No more Peg's for me.",2.0
216,u-hj0z_QeY29UY6rOQXYDA,88aiBHoezCYIWICNbRAyAQ,VkAhWzmhMTCQDMoedhI8Vg,"Stayed in tucson only to set a appt
 For sat. 7am My Tire flat needed to be replaced ,7am waiting ....830am waiting.... 845a done",2.0
217,icACNzeMFQxPdE68dXDttg,sOsnIKgEGj8YOAghBVWEuA,frKu7zT5UdfcafYfmRLhmA,"I was so excited to eat here bc of the great reviews and I heard from many people that it was really good. I got the spicy fried rice, my husband got the special duck fried rice by recommendation from the guy taking our order. Upon tasting the two, there was no difference in flavor and the flavor was lacking. I ordered my spicy rice between medium and hot but there was no spice at all. Comparing the two dishes, they tasted the same and If I closed my eyes I would have thought I was eating white rice w some veggies and meat thrown in. I'm thankful we brought our food home so I could add some flavor- extra lime, fish sauce and hot sauce made it better but did not make up for the disappointment. Willing to try again and hoping for a better experience. Would love suggestions on what to try!",2.0
221,RFUsGtLzlwxsx1t7mBgAhw,jj7ng6Q_nDF_mXgLaSxGng,OmJnaVUJH9EVR-TYldv4JA,Wait staff was friendly.  Sangria was good. Ambience was nice.  Food was awful.  Yes its tapas but its priced as if its a full meal.  And to spend that much money on small portions of bad food is not worth it!,2.0
222,K0XQDwVIwG5CW_B86lV3VA,ou6T6K7vDEveO7BXMl1N0w,UXxSs2c2r0WT_zkWzFJ9cw,"I've never been a big fan of Champp's. I think they are very overrated. I've been here for lunch on numerous occassions and never found anything worth going back for. 

On the other hand, I went for dinner once and was very surprised at how good the pasta was. I wasnt expecting good food because of my previous experiences and I was shocked. The Roasted Artichoke & Grilled Chicken Penne

The Walnut Crusted Chicken was amazing!

The place is decorated with many flat screen TVs but you cant hear a word on any of them so dont expect to actually hear a game.",2.0
223,TtlaQRmHId8FaZ0fcPXgwA,4HZBPF6y1GE0ZkVkVTWsMw,BryQISFnkCdcJET-tpAx3w,"I have been in Philly for quite a bit of time 43 years to be exact i have seen them come and go. My family was greeted and seated properly under a loud speaker nothing wrong with the music but loud, so i ask if they had doner / gyro  "" no"" a lot of excuses, ask if they had Liver (arnaut ciger) a specialty "" No "" . So for starters we had a salad tasteless, icli kofte very small portions, oh we ordered Cig kofte oops forgot to put it in.for our main meal Kofte (Turkish grilled meatballs) for my daughter Lamb Kebab for my wife and a mix grill for myself. Well presentation was great for all of the above, lets see meatballs were over cooked on the well done side small sizes takes 2 min. to cook,Lamb kebab was over done for my taste right oh ye did not ask how we wanted it done. In between our meal, there were some noises came from kitchen got louder manager and the cook or chef were arguing, very obvious my daughter was making fun of it, very entertaining for all of us. Ok dinner is finished dessert time, rice pudding no rice, here's the best part no BAKLAVA !!! "" but we have Tiramisu"". The reason i am writing this is i called the manager about all this he did not want to here but give excuse. Sorry guys but i will not recommend this place.",2.0
225,qPxvyA4waS3bNvlfrQPxKA,WJjTmI1-fL3k2FZAKlmT8w,vfF68C7odKuf1yd1HLX1wQ,"This was our first time eating at The Hungry Fox. Granted it's Memorial Day, the place was packed. The staff seemed more bothered and put out than excited to see a full house. The person that greeted us seemed annoyed and our waitress never even cracked a smile or thanked us for our patronage. Although the food was good, it was overpriced, and we will not be returning due to the fact that the atmosphere was so terrible.",2.0
227,NTJmj28r6UHfTnt7iy0PXg,QtOc6nLnZIMd7cTvnUwPyA,7rJjMU7YVDtLwOvHbQ1tbg,"The food was awful. I had the ribs and fried shrimp - two things hard to screw up. The ribs were tough, bland and visually unappetizing. The shrimp was fried in oil that needed to be replaced. The bar staff was nice, but not responsive. Overall, a very poor experience, especially considering I didn't have high expectations. Clearly this chain is withering away.",2.0
231,M8i5ctsTcQxc7rNY0pgZjQ,1UlV70-ktCX5qaN7lg6bQg,MM2k7pm2noLwKFflOhO46Q,"I generally like to only write good reviews, but this experience was really awful. We ordered very simply, two medium burgers,no cheese,no bacon, no mayonnaise and thousand Island dressing on one.  

It easily took 20-25 minutes to get our food, and the entire order was wrong. One burger came out with bacon the other came out with no thousand Island dressing. They were fairly well done, but we were too hungry to send them back.  I had asked that nothing be put on the bread and both buns came out with butter on them. They were supposed to come with lettuce, onions, tomatoes, and pickles. The burgers came out with nothing. When I asked for some pickles, they have obviously been given to somebody else before because there was droopy lettuce and remains of a burger with the pickles. Gross.

I really think the problem was with the kitchen, not with the server. They need more help and they need people to pay attention. In addition, when I asked for the check, that was wrong, too. We were charged for 2 bacon cheese burgers. The restaurant is pricy for what it is, so things need to improve a lot.

I'm giving them 2 stars because the server was so nice. It will be a very long time before I go back.",2.0
236,ntPWBVwBxsX7uXkm3HBsDQ,AvImMiP59TnkyinygmBUJQ,vxLV9tci88Hsr1G01uleag,"We were the only ones in the restaurant and the temperature was near-arctic. We kindly asked them to adjust the thermostat, so he started to change it when his fellow employees said ""no it feels good"" to which he listened. 

The waiter failed to regularly tend to us and provide drink refills. In response, we went behind the counter to refill our own drinks remaining unnoticed.

However, the food was good as usual. I just wish that the service would be a little more polite and cooperative. 

2/5 stars. 1 for the food's quality, 1 for the food's speed. Minus 1 for the temp, minus 1 for refills, minus 1 for service.",2.0
240,5G-7flZhLmm9t_tNsHpzeQ,GODSDHvAdsxs80E-H_8vbA,0KTwW1eC1YAjR-zDr8w4jA,"Why bother?

You can do better just about anywhere.

Chain restaurant. 

Enough said.",2.0
241,Fkw1I5agx2Ow9xlPvXGRdA,4VyOxxPODnZrRq-zxSloaw,8-0t76fS3LNlLERzJR9aUQ,"Best described as overpriced and based on the reviews online overrated...!!!
Dined there today with another couple.  The high point was the octopus which was excellent and the review goes downhill from there.  The spiedo platter consists of sausage BBQ Ribs, Chicken and Brisket.  The chicken was undercooked and had to be sent back to the kitchen.  When returned to the table, it was rubbery.  The brisket was OK but both Fette Sau and Sweet Lucy's are much better.  The sausage was unremarkable.  The BBQ ribs were the best items on the plate being flavorful and tender.  The $26 price point for the meats was a disappointment considering the portions are small and sides other than cornbread are additional.  The service was weak with the server bring the appetizers at the same time as the meal.  The other couple with me mentioned to the server  that the appetizers were not expected with the meal, the server acted like it is customery to be served with the meal unless you request them to be served before.  Really?   This restaurant would not be on my to do list in the future...",2.0
244,BXYG4VYG16ftxY8pUeBQuQ,ccspJ6HqYBsnh75_3aMtGA,zuhraj8YI2SZazlUS4GFew,"Too loud for a breakfast place. 
Bland food for too much money.
Slow service and waitress didn't check in on us.",2.0
245,sfrVMO-pZvBEfwHO-g6Mpw,bfGHG3pyiUCk9YukuOoxZA,FTFaEinJgzqY0ZHQMUSpQQ,"No idea were the people that gave 4-5 stars ate at but it was not Brewhouse. Fist off the menu is huge, easily 30-40 items to pick from. There was the Monday night special, then daily specials, then the regular specials. 

I ordered off the regular special menu and picked the New York Strip, for being billed as a ""Special"" it was average. My wife had a BLT with avocado, the bacon was waaaaaay over cooked,dry, and literally fell apart. There was maybe a half of avocado on the entire sandwich. 

Our overall impression was ""eh it's ok."" They need to trim the menu, a lot, find foods that pair well with their great beer selection, and teach the servers how to ""service"" there customers....",2.0
234,NzAqiZ66R0tTPNt-UoO4jg,rJZuQtzwH4S_XTMgh0ZG3w,jHZS9GIhW7s9r4w5w-0A0Q,"I have to say this was one the worst dinning experiences I have ever had. I eat out at a lot of places and enjoy recommending new places to eat to friends and such, but I could never recommend that anyone ever eat here. I'm really displeased. Their soft opening was great, the $6 cheeseburgers were awesome. Sadly, the cheeseburger is now $11.

Examples;
- No free refills on your $1.75 soda
- Meals came out at different times. Two people received their food at least five minutes before me and when mine arrived it was cold.
- Waiter stood there and watched me fill in the tip and sign the check.
- Food is extremely expensive. $70 for 4 people.
- Food was pretty mediocre. My open-faced brisket dinner was without bread and tasted like roast beef at best. Worth maybe $9, not $18!

If anyone can find an email address for Darling's I'd like to send them a letter.",1.0
213,gAQnUGF6qyDvn7CFrpZ7OQ,FwasvkOLyE0orEU0-5qTPw,J3g66wKek-2FTCotE7em5w,Water dripping from rusty seam in ceiling makes for a soggy eating experience and whilst being ignored half the time the manager on duties idea of a fix is splitting a group apart from each other so they cant even attempt at having conversation as was the whole point of goig out together so id suggest avoiding here unless bacteria filled water dripping in your food and being ignored sounds like a good time.,1.0
203,f2NxPxzbUbL0_BTSIM4Mbw,chx_0hOC-G1A5hGKpIGH-Q,7k21I-cAy4WnwFbQCXi0MA,I just got my nails done today.  This is not my normal place but I needed to get them done during my lunch hour because I couldn't fit it in prior to a birthday party tonight and cooking food for a shower on Saturday.  My appointment was for 1:00 and I sat for 25 minutes. I asked if they would be done by 2:00 since I needed to get back to work.  No problem I was told.  I got done at 1:58 and when I walked into the sun I realized how horrible they looked.  I have huge globs of clear coat that pooled on the side of my nail and when I pulled it off half my nail polish came too.  That happened on 2 of my nails.  Yes they are done in time but I would have left my old nail color versus what these turned out to look like.  Why take appointments if you don't honor them.  I understand a few minutes late but I called the beginning of the week say you can't take me.  $30 and then tip what a rip off.,1.0
6,t_z8wluyA17If46_FvDD8g,Dj3u4fkm7tzB_Gs621x1dg,PXNIcWp4xqtXllJlLseO3g,"The OD staff in the basement are accredited optometrists, and seem to have a reasonable practice.  It may be overkill that the secretaries are all in surgical scrubs, and the two OD are wearing lab coats, but even witch doctors need to look the part, I guess.

The staff upstairs is a different story.  As soon as I started asking questions about the pricing, they became completely unpleasant.

They aren't knowledgeable at all about conditions of the eye.  Their  only job seems to be finding ways to nickel-and-dime every customer into spending three times whatever the promotional price of the week may be.  

Realizing this, I asked how much it would cost to put new lenses in the glasses I already own, which are identical to a pair of frames they sell.  FIFTY times more expensive than the promotional deal, or SEVENTEEN times more expensive than the actual price of the promotion.  WTF.

Who needs haute couture attitude from the discount eyeglasses retailer with the cheesy name?

I ended up buying a particularly nice pair of frames and lenses from Modern Eye for about 1.5 times the cost of the fake promotional rate at For Eyes.  And they made me feel like a valued customer, rather than a penny pincher.",1.0
14,NKBF0CxePOgvXM1zzUOHlw,2K-2oC28P-Uw9S_VydT9Lg,nn5tvvgFtnoyCocACvXmJQ,"We just ordered takeout from here. Can't believe a restaurant sent this out of the kitchen. Club sandwich and caesar salad- bread was hard as a rock and the sandwich was filled with brown lettuce and soggy cheese, GROSS! The Caesar salad was tossed in .0006 ounces of dressing, who pre-tosses a TOGO salad anyway?! Pretty sure that's takeout-101. Then, my fiancé's Molly's burger and sweet potato fries; fries were almost black they were so burnt. His burger was a sloppy mess, lettuce soggy, bun falling apart. 

Just gross! We should get our money back. I've never wrote a bad review before but that was just unacceptable.",1.0
224,8uuoNHSNr2VBNMe_JMT7Ow,KFFIyUxC0TQjx__OYlmhnA,jXlSAclDY65C7RagshC0-A,"So I was sitting at my desk during a stressful day at work and spontaneously bought a Groupon for a massage.  Then I went online to look at reviews.  This happened in the wrong order, I know. Oooops.  Oh well.   What I found was that this place had tons of bad Yelp reviews - eeek!!  BUT, also they changed their name to fool people I think, on Yelp it's listed as La Bella Vita, but they have since changed it to La Vita Bella.  Close, but different.

After a few phone calls I was able to make the appointment.  I mentioned to the woman on the phone that I had buyer's remorse now, based on what I was reading on the internet.  She assured me that none of what I read would happen - new management, new attitude. 

Feeling paranoid, I called to confirm my appointment the day prior to my massage, since they never called me.  An unprofessional start when I had to call them.  

The day of my appointment, I arrived 10 minutes early, prior to my massage, like a good client.  I was greeted in the lobby by 2 women sitting behind a desk furiously and continuously addressing envelopes. I was given water to drink, filled out my paperwork and waited.  And waited.  And waited.  My appointment was at 4:00PM. I got there at 3:50PM.   I paid $69 for what was supposed to be a 60 minute Swedish massage, a foot scrub, and a hand treatment.  

After waiting in the lobby for FIFTY-FIVE MINUTES I was finally shown back to the massage room.   My massage started 45 minutes after it was scheduled.  Because I sat there the whole time in the lobby staring at the clock in anger, I know precisely what time the therapist took me back - 4:45PM.

I get my massage, which was pretty good (the foot scrub lasted exactly 2 minutes total) she told me to get dressed, I looked at my phone for the time - yep, it was 5:25PM.  If you're good at math, like I am, you would be able to see that it was only a 40 minute massage.

I alerted the therapist to her miscalculation and she proceeded to claim that it was an hour and that she set her phone timer.   Now the 2 women at the reception desk were gone and it was just her and I.  She obviously tried to get away with ripping me off and when I caught her, she had nothing to say other than to make lame excuses.  She even then said that I shouldn't have been waiting in the waiting room for an hour, because the receptionist told her that they called everyone to tell them they were running late.  I showed her my call log and asked her to point out the call that she was referring to.  Of course that was also a lie. 

What a rip off this place is.  Entirely unprofessional and for the $69 Groupon ""deal"" for a 40 minute massage after waiting nearly an hour, a total disappointment. 

I wanted to have this time to relax but instead I left there feeling angry and stressed.",1.0
145,Riih7tmQQhvrIuVqQYrQvw,YSWD6wOZFiGfgHgo2ngXZw,teSZf1mX1Opo-hgNUadlng,"The place is dirty. How are they not shut down by the health inspection? You should never trust a dirty business for food. I went there today and employees were fighting and seemed angry at each other. The employees seemed mad that I was there and angry that they had to take my order. If you don't want to work their, get a different job? If you don't know how to work in customer service, this job isn't for you. The most unprofessional and dirty disgusting business I've ever seen. Such an embarrassment. I will never come here again. Tell your staff to grow up and train them on customer service.",1.0
184,U1yCofye6mlKMN0Ros_M1g,TpWr8QHuGYyGQhWYhXIOtw,sCNdu_Anatq1BKuXD86A8A,"Ok where to start, my husband and I decided to have a margarita each. The waitress told us that we should have the house special margarita, it was so sweet and tasted like grownup lime cordial. Food wise our kids chose the kids snow crab meals the crab was nice, fries soggy. My husband and I decided to have the chilled tower it had 5 marinated shrimp, 5 shrimp in cocktail sauce, baby marinated crab claws, 8 oysters, 6 clams two of which were not open, 9 mussels 5 of them were also not opened. When we spoke to the manager she offered to take then to the kitchen to get them opened for us, my husband and I said no and tried to explain to her that if a mussel or clam doesn't open when cooked they are bad! She argued that they are fine. We decided that it was no worth risking food poisoning and lady you are lucky that no one has reported getting food poisoning!!",1.0
160,UqTnCxk4Me-40SOt1G60vQ,xN6-ZJB79Cz2RQzqR7Lu2g,yE6aDcbbK8pmvNroXnQYQA,"I looked on Yelp for a local place to get a great shrimp poboy here in NOLA. I walked the few blocks to Majoria's Commerce. The wait wasn't long, but I was disappointed in the poboy. The shrimp was small and overlooked. It was rubbery and tough. I also kept biting down on grit. Each shrimp still had the black vein in it. I'm sure it was too small to devein before cooking. I am sorry I walked the distance only to be completely disappointed. I do not recommend the shrimp poboy.",1.0
95,9cRFIDYW2CQDRedLNlei_Q,KlTNomD-aJhCSxDE4EEpAA,7fH8SmEBinkv2AI7B8dOWA,"My fiancé and I had dinner at The Palm last night for the first time.  We love steakhouses and typically go Morton's or Ruth's Chris for a nicer meal but decided to try something new.  There was more downtown traffic than usual, so we called to speak to the hostess who said it was no trouble at all to hold our reservation as we tried to maneuver the road closure of 5th avenue to get to the restaurant.  When we arrived, the hostess who greeted us was terribly rude about the fact that we were just under 15 minutes late.  She looked at us blankly and kept repeating ""yeah..."" Eventually the hostess we spoke to helped us out and got us seated.  Our waitress was just as rude, lacking any personality and offered no help with the menu.  When I would ask questions about their food or wine selections, she would offer me a blank, confused look and provide me with a 5 word answer.  Our food arrived after about a 30 minute wait, and my wine arrived nearly 10 minutes after my steak.  The food was cold and nothing special whatsoever.  We ordered a filet mignon, a NY strip, potatoes au gratin and the Brussels sprouts.  I do not suggest the Brussels sprouts to anyone, as I typically love them but The Palm's were unbelievably bland.  The prices of the sides are also not worth the portions you are given.  It took our waitress an extra 30 minutes to even come by and finally give us our check.  Not once did she come to check on us, ask if we needed anything or ask us how everything was during our meal.  We could have saved ourselves almost $200 by cooking a better prepared steak meal in the comfort of our own home.  Save yourself from experiencing the lackluster food and poor service of The Palm Nashville.",1.0
144,ZKszATZNOnhCvCmqhj8TDg,NamgnNp7Mwb6-RQqkPtysQ,CBVr3pi38wKweXVScurtVQ,"I work at a local business in the Smyrna area and we were looking to buy some lunch. When I called over here and asked for the manager a gentleman came to the phone. He had a Spanish voice and said he was the kitchen manager. I told him we wanted to buy a bunch of food for 15 guys. He immediately responded with ""we don't sell anything like that, we don't have platters here."" I told him we were just looking for some type of food for a group of people and asked for ideas. He responded by telling me they don't do anything like that. I asked him over and over if he was a manager because he seemed very clueless at his job. He seemed like he had never been in customer service in his life. I asked him if he had any deals if I bought for a group and he told me that their prices are what they are and nothing can be changed. I still don't believe this guy was a manger because he shouldn't be. I called a different restaurant and got perfect service very quickly with a deal and had my food ready in an hour.",1.0
19,7yEGeSM0068S2H4RW4pMJw,M-0YfJJ4TfGKcGlbijFxfQ,4GLVugWlBV3BRiPGUw5ZTg,"WORST experience of my life! Janell was SO rough! I had SO much hair left behind. I was soo sore and raw that at the end of my excruciating session, I just wanted to get out of there. When I called back the next day, she refused to fix the mess she left behind. I told her I was going to talk to her mgr, but I will NEVER go back to that place! Take my word, save urself the time and grief!",1.0
23,Y4vr_FRRI1RJ4jz29ufvSg,RyxMwClko_i5GdnYvhJDFg,tsqyVhSaI72JTNpy4u7QGg,"Ordered the burger and mussels. Mussels were decent, which was pleasantly surprising, but salty.  Ordered the burger also which was more like an extremely salty hockey puck with cole slaw. Cole slaw came in a condiment container. Not even a true side of cole slaw. Do not eat here unless you are wanting to get your weekly dose of sodium in one sitting.",1.0
40,mKEUaHwhbmjqx1hTVSkSRA,nf-jzKLR1s4BxO1AIrnHeA,7wcHZ80HLJVwUijAH_efJQ,"The greeters were not friendly at the door. In fact I had to go up to them to ask about seating. 

Our server was nice but the food that came out was terrible. 

The buffalo wings were the lowest quality I've ever had at a restaurant. I'd compare them to frozen bought WalMart brand quality. We even received 2 pieces that were not complete. 

The Fisherman's Platter was horrible. The scallops look like processed seafood. The fish sticks were soft, crunchy or gooey depending on where you took a bite. The breaded calamari wasn't really even calamari, remove the word 'calamari' from the menu cause all we got was just the 'breaded' part. 

The Kids cheeseburger was literally cardboard. Again  comparable to WalMart quality patties. 

It was obvious this place was a terrible choice. Every other restaurant in the area was overly crowded, only this place had seats immediately available for plenty of people. 

I figured we try it and we did. It definitely was our last time there.",1.0
44,jfb0Ec53nG2a8N0FQoXoqw,W2yF0YPpKKWvP6n0Ngvvmg,OqI87nbZ4s1ufOdvgAbgZw,"I live in New Orleans and some friends decided to stay in the Quarter Sat night as a ""staycation.""  After an afternoon of wandering, stopping in for beverages here and there, we needed to eat something.  A while back one of the group had eaten at Dante Pizza and had ""killer"" french fries.  So we decided to go there.  However, the man working the place wasn't making fries (???) so we opted for a couple of pieces of pizza from the window, which he claimed were fresh.  They weren't.  It was awful and extremely overpriced.  If you really need something one evening, keep walking.  There will be a place down the street that has fresh food more reasonably priced.",1.0
53,gaIu6aeIEtXQ4xN_kU-iHQ,DxsNLdvCozWDAtlmaqWRWA,Qm5pxXQYR4f3PkjTkANNBg,"Kept passing this by and finally decided to go in
I had the French dip, my boyfriend had the philly steak and cheese and meatball
  Let's start with mine, the French dip. The hoagie bun was rather flat and toasted on top to a hard crunch.. the au jus , which is essentially beef bullion and water combined was so salty it could have choked a horse
        My boyfriend said there was hardly any peppers or onions on his Philly steak and barely any cheese  also no cheese on the meatball
It may be something you have to request , I'm not sure 
         So all in All we paid 30$ some dollars for 3 sandwiches which were sub par.  
          We won't be going back . I can do better at home",1.0
68,fJKYsAp2mMmPjj2dgCM6-Q,Vte4s_SLNcTNP2xrpDFhQw,8TmLTtzqSODZjkt3udi_1A,"I will be taking my car back for the 3rd time since initially having it ""repaired"". The company's mission appears to be quantity over quality. Staff turnover does not help. I have had 2 estimators, neither of which are with Gilson anymore. Three voice mails left for the Manager (Kim), have resulted in no return call after giving him a two week period to return the call. They purport to be a high quality shop. Mercedes and VW certified. Apparently that means nothing. I thought the great reviews on Yelp and these certifications would insure an adequate repair. It did not.",1.0
71,HdOSwZxCh6zcKnV2IGIwMg,XaBGvvKh0_GFonMDg0Q9iw,_QkJXxFedFQSp8U6rDICtA,"I just don't understand why so many people love this place. Waaaaay over priced for mediocre food. Fish tacos were very bland. Salmon salad was also disappointing. Nothing special, again just plain and boring.",1.0
79,vExDYT2drCAnfQzVOT8pKw,GpB6vNnQUAvkKA-6yf87zw,ozpvbCT2ehTtG1OQI8oSdQ,"How is this place even open?? Why does the State of Nevada allow this place to run???? It's sooo obvious the puppies came from a puppy mill. The conditions are horrible. Like one reviewer said, it's just cages like a jail cell for these poor puppies. We felt really depressed as we were looking at those poor things. They were skinny and just really wanted attention. This place seems very shady to me, it's just the sense you get when you walk in. Puppies were so skinny. They were so adorable I almost cried. Not a good feeling when you walk in. You just get the sense of wanting to rescue these poor things. 5 stars to the cute puppies but negative 5 stars for the condition of this place. It's just SAD!",1.0
